小地域コード,小地域,人口総数,世帯総数,総数１５歳未満,総数１５～６４歳,総数６５歳以上,Latitude,Longitude
4103073000,宮城県仙台市若林区六丁の目北町,760,392,85,512,135,38.2521584,140.9497138
4103074000,宮城県仙台市若林区六丁の目中町,2271,1147,270,1610,305,38.2528428,140.9398457
4103075000,宮城県仙台市若林区六丁の目西町,591,287,94,372,107,38.2537891,140.9349933
4103076000,宮城県仙台市若林区六丁の目東町,84,49,6,60,10,38.249655,140.9506191
4103077000,宮城県仙台市若林区六丁の目南町,1352,716,159,1012,134,38.2498205,140.9394364
4103078001,宮城県仙台市若林区若林一丁目,2038,1034,249,1277,442,38.2345856,140.895056
4103078002,宮城県仙台市若林区若林二丁目,1070,539,102,636,310,38.2317821,140.8959236
4103078003,宮城県仙台市若林区若林三丁目,2106,947,220,1226,637,38.2335573,140.9011408
4103078004,宮城県仙台市若林区若林四丁目,881,462,100,520,244,38.2287243,140.9004904
4103078005,宮城県仙台市若林区若林五丁目,1568,835,135,979,364,38.2302819,140.9044336
4103078006,宮城県仙台市若林区若林六丁目,636,305,61,394,167,38.2289039,140.9067369
4103078007,宮城県仙台市若林区若林七丁目,730,354,81,421,211,38.2259686,140.9050972
4103079000,宮城県仙台市若林区かすみ町,1718,769,213,1040,424,38.2411748,140.9233279
4103080000,宮城県仙台市若林区六丁の目元町,258,131,31,202,19,38.2492948,140.929405
4103081001,宮城県仙台市若林区今泉一丁目,1733,668,238,1034,444,38.2139157,140.9295988
4103081002,宮城県仙台市若林区今泉二丁目,1600,618,232,957,405,38.2109822,140.9279582
4103082001,宮城県仙台市若林区上飯田一丁目,1805,746,244,1050,487,38.2209759,140.915623
4103082002,宮城県仙台市若林区上飯田二丁目,2754,1056,420,1524,799,38.2178714,140.9164483
4103082003,宮城県仙台市若林区上飯田三丁目,2508,961,357,1489,648,38.2144269,140.9222037
4103082004,宮城県仙台市若林区上飯田四丁目,1338,523,186,702,429,38.2165014,140.9274603
4103083000,宮城県仙台市若林区六郷,857,323,136,510,208,38.2154713,140.9335414
4103084101,宮城県仙台市若林区荒井一丁目,1333,507,264,861,189,38.2427389,140.9359876
4103084102,宮城県仙台市若林区荒井二丁目,1141,510,141,764,208,38.2444664,140.9374663
4103084103,宮城県仙台市若林区荒井三丁目,1341,527,219,864,235,38.2392476,140.942361
4103084104,宮城県仙台市若林区荒井四丁目,1743,670,304,1151,259,38.2441246,140.9423995
4103084105,宮城県仙台市若林区荒井五丁目,788,416,75,570,87,38.2475797,140.9453577
4103084106,宮城県仙台市若林区荒井六丁目,510,247,63,362,60,38.2438252,140.9467159
4103084107,宮城県仙台市若林区荒井七丁目,2238,891,453,1382,358,38.239467,140.947992
4103084108,宮城県仙台市若林区荒井八丁目,378,148,55,258,64,38.2364887,140.9469657
4103085000,宮城県仙台市若林区蒲町東,1489,696,178,1113,156,38.244808,140.932533
4103086001,宮城県仙台市若林区荒井東一丁目,322,149,19,173,99,38.2421005,140.9495941
4103086002,宮城県仙台市若林区荒井東二丁目,1063,419,135,467,451,38.2349809,140.9511173
4103087001,宮城県仙台市若林区伊在一丁目,681,305,91,466,100,38.2477872,140.9335586
4103087002,宮城県仙台市若林区伊在二丁目,927,467,109,647,134,38.2468839,140.9377937
4103087003,宮城県仙台市若林区伊在三丁目,551,234,111,387,35,38.2472319,140.9415757
4103088001,宮城県仙台市若林区なないろの里一丁目,1219,481,366,758,61,38.2408764,140.9276444
4103088002,宮城県仙台市若林区なないろの里二丁目,1419,514,253,850,303,38.2404925,140.933194
4103088003,宮城県仙台市若林区なないろの里三丁目,523,181,182,321,19,38.2387651,140.9317155
4103089000,宮城県仙台市若林区荒井南,1527,505,505,866,152,38.2373922,140.9427319
4104001001,宮城県仙台市太白区青山一丁目,1034,507,113,555,331,38.2409161,140.856072
4104001002,宮城県仙台市太白区青山二丁目,1542,869,141,895,400,38.2381617,140.8606833
4104002000,宮城県仙台市太白区秋保町境野,274,96,25,132,117,38.2570009,140.6988072
4104003000,宮城県仙台市太白区秋保町長袋,1003,338,94,456,452,38.2541269,140.6685432
4104004000,宮城県仙台市太白区秋保町馬場,543,193,39,273,231,38.3054693,140.5554741
4104005000,宮城県仙台市太白区秋保町湯元,1636,866,114,934,548,38.232163,140.7055384
4104006000,宮城県仙台市太白区芦の口,685,278,97,369,218,38.2317681,140.8560949
4104008001,宮城県仙台市太白区泉崎一丁目,2697,1335,289,1769,540,38.2210913,140.8696007
4104008002,宮城県仙台市太白区泉崎二丁目,1643,854,197,1156,240,38.2219484,140.8659825
4104009000,宮城県仙台市太白区大塒町,1024,452,125,573,311,38.2340163,140.8588846
4104010000,宮城県仙台市太白区大野田,51,21,9,36,6,38.2120461,140.8770982
4104011000,宮城県仙台市太白区大谷地,979,394,166,580,225,38.2257119,140.8465751
4104012000,宮城県仙台市太白区鈎取,617,183,82,367,166,38.2254441,140.8415616
4104013001,宮城県仙台市太白区鈎取本町一丁目,886,415,98,519,251,38.2213839,140.838532
4104013002,宮城県仙台市太白区鈎取本町二丁目,945,292,119,628,189,38.2258639,140.8353952
4104014001,宮城県仙台市太白区鈎取一丁目,596,289,41,370,176,38.2220878,140.8460918
4104014002,宮城県仙台市太白区鈎取二丁目,1382,561,133,663,569,38.2275584,140.8418433
4104014003,宮城県仙台市太白区鈎取三丁目,856,387,93,468,274,38.2312171,140.8373523
4104014004,宮城県仙台市太白区鈎取四丁目,1278,563,165,775,307,38.2255281,140.8403283
4104015000,宮城県仙台市太白区鹿野本町,1166,552,148,715,280,38.232484,140.8723706
4104016001,宮城県仙台市太白区鹿野一丁目,740,352,98,478,145,38.2316263,140.8759895
4104016002,宮城県仙台市太白区鹿野二丁目,1322,642,136,804,349,38.2288592,140.8718852
4104016003,宮城県仙台市太白区鹿野三丁目,2924,1489,408,1981,450,38.2252348,140.8713999
4104017001,宮城県仙台市太白区上野山一丁目,1221,524,160,703,334,38.2255116,140.8316149
4104017002,宮城県仙台市太白区上野山二丁目,784,325,88,398,287,38.2254104,140.8241347
4104017003,宮城県仙台市太白区上野山三丁目,183,87,16,127,39,38.23167,140.8262109
4104018000,宮城県仙台市太白区恵和町,1432,666,143,714,541,38.2355617,140.8541122
4104019000,宮城県仙台市太白区越路,1093,654,67,660,304,38.2447511,140.8802385
4104020000,宮城県仙台市太白区郡山,2334,914,348,1396,556,38.2143146,140.8973075
4104021001,宮城県仙台市太白区郡山一丁目,1350,615,145,750,442,38.2266843,140.8902605
4104021002,宮城県仙台市太白区郡山二丁目,1134,510,158,674,266,38.2230603,140.8897737
4104021003,宮城県仙台市太白区郡山三丁目,1403,630,181,885,315,38.2237121,140.8935943
4104021004,宮城県仙台市太白区郡山四丁目,990,432,140,625,197,38.2240617,140.8973743
4104021005,宮城県仙台市太白区郡山五丁目,1306,542,210,823,235,38.2188806,140.8929449
4104021006,宮城県仙台市太白区郡山六丁目,1781,858,206,1134,415,38.2192194,140.8880136
4104021007,宮城県仙台市太白区郡山七丁目,1141,533,144,725,247,38.2149077,140.8886787
4104021008,宮城県仙台市太白区郡山八丁目,2004,874,228,1279,452,38.2124078,140.889587
4104022001,宮城県仙台市太白区金剛沢一丁目,1488,600,206,848,417,38.2300247,140.8459056
4104022002,宮城県仙台市太白区金剛沢二丁目,968,373,127,529,308,38.2308811,140.842286
4104022003,宮城県仙台市太白区金剛沢三丁目,830,360,66,453,306,38.2332978,140.842608
4104023000,宮城県仙台市太白区桜木町,1622,959,124,994,414,38.2441907,140.8527744
4104024000,宮城県仙台市太白区佐保山,473,177,46,305,120,38.2359745,140.8211814
4104025000,宮城県仙台市太白区四郎丸,8953,3522,1153,4962,2743,38.1908879,140.9190251
4104026000,宮城県仙台市太白区砂押町,1070,509,148,687,214,38.227469,140.8654767
4104027000,宮城県仙台市太白区砂押南町,408,194,43,285,69,38.2263941,140.8678218
4104028000,宮城県仙台市太白区諏訪町,1135,473,172,713,222,38.2133501,140.8847374
4104029000,宮城県仙台市太白区太子堂,1715,728,259,1174,256,38.2141654,140.8817366
4104030001,宮城県仙台市太白区太白一丁目,688,276,87,295,303,38.2318704,140.8187696
4104030002,宮城県仙台市太白区太白二丁目,1190,680,64,486,628,38.2344547,140.8166231
4104030003,宮城県仙台市太白区太白三丁目,819,331,107,397,314,38.2303089,140.8148285
4104031000,宮城県仙台市太白区坪沼,528,189,28,267,233,38.1937239,140.7701834
4104032000,宮城県仙台市太白区富沢,2944,985,755,1679,458,38.2168503,140.8603238
4104033001,宮城県仙台市太白区富沢一丁目,761,447,57,571,98,38.2179986,140.8650682
4104033002,宮城県仙台市太白区富沢二丁目,1380,628,188,913,254,38.2197012,140.8631934
4104033003,宮城県仙台市太白区富沢三丁目,1907,927,236,1332,286,38.2174541,140.8604045
4104033004,宮城県仙台市太白区富沢四丁目,808,395,125,553,101,38.2157405,140.8676404
4104034000,宮城県仙台市太白区富田,2026,657,391,1053,562,38.2102778,140.8494934
4104035001,宮城県仙台市太白区土手内一丁目,1024,357,100,689,219,38.2278063,140.8605438
4104035002,宮城県仙台市太白区土手内二丁目,311,97,71,177,61,38.2295343,140.8620193
4104035003,宮城県仙台市太白区土手内三丁目,656,265,88,356,211,38.2300892,140.8583598
4104036000,宮城県仙台市太白区中田町,4981,1855,710,2832,1404,38.1924157,140.8968497
4104037001,宮城県仙台市太白区中田一丁目,1051,492,104,667,260,38.2035217,140.8859059
4104037002,宮城県仙台市太白区中田二丁目,1357,539,213,848,288,38.2026643,140.889522
4104037003,宮城県仙台市太白区中田三丁目,798,451,80,544,137,38.1986932,140.8852577
4104037004,宮城県仙台市太白区中田四丁目,577,246,59,347,165,38.1990429,140.8890356
4104037005,宮城県仙台市太白区中田五丁目,928,366,102,629,178,38.1961101,140.8873981
4104037006,宮城県仙台市太白区中田六丁目,967,347,150,660,154,38.1930929,140.886993
4104037007,宮城県仙台市太白区中田七丁目,1604,668,217,947,398,38.1905948,140.887901
4104038000,宮城県仙台市太白区長町,276,138,12,130,129,38.2589652,140.6691687
4104039001,宮城県仙台市太白区長町南一丁目,1313,740,108,876,286,38.2240393,140.8799504
4104039002,宮城県仙台市太白区長町南二丁目,1773,865,256,1271,196,38.2190386,140.8817682
4104039003,宮城県仙台市太白区長町南三丁目,2352,1193,272,1580,442,38.2217924,140.8771605
4104039004,宮城県仙台市太白区長町南四丁目,2587,1262,327,1841,364,38.2190262,140.873057
4104040001,宮城県仙台市太白区長町一丁目,2340,1310,229,1511,509,38.2344899,140.8875752
4104040002,宮城県仙台市太白区長町二丁目,2360,1249,310,1561,416,38.2589652,140.6691687
4104040003,宮城県仙台市太白区長町三丁目,1478,789,124,887,427,38.2589652,140.6691687
4104040004,宮城県仙台市太白区長町四丁目,1325,683,163,891,227,38.2589652,140.6691687
4104040005,宮城県仙台市太白区長町五丁目,2860,1621,271,1828,639,38.2589652,140.6691687
4104040006,宮城県仙台市太白区長町六丁目,2406,1300,294,1618,418,38.2589652,140.6691687
4104040007,宮城県仙台市太白区長町七丁目,2104,1089,274,1459,318,38.2589652,140.6691687
4104040008,宮城県仙台市太白区長町八丁目,2544,1177,328,1784,376,38.2124078,140.889587
4104041000,宮城県仙台市太白区長嶺,568,295,56,311,161,38.2376555,140.8680842
4104042001,宮城県仙台市太白区西多賀一丁目,1252,553,160,764,304,38.2234936,140.8612118
4104042002,宮城県仙台市太白区西多賀二丁目,1092,474,155,673,248,38.2200383,140.8582614
4104042003,宮城県仙台市太白区西多賀三丁目,1127,511,135,666,304,38.2221029,140.8548042
4104042004,宮城県仙台市太白区西多賀四丁目,1374,602,121,798,432,38.2224395,140.8498718
4104042005,宮城県仙台市太白区西多賀五丁目,737,309,90,433,201,38.2207722,140.8508244
4104043001,宮城県仙台市太白区西中田一丁目,1098,492,128,777,169,38.2001117,140.882339
4104043002,宮城県仙台市太白区西中田二丁目,990,388,89,549,339,38.2021337,140.8795009
4104043003,宮城県仙台市太白区西中田三丁目,1700,768,201,1163,315,38.1992003,140.8778639
4104043004,宮城県仙台市太白区西中田四丁目,1075,468,120,645,208,38.1958871,140.8817722
4104043005,宮城県仙台市太白区西中田五丁目,2322,1058,266,1620,390,38.1955793,140.8773785
4104043006,宮城県仙台市太白区西中田六丁目,3123,1422,356,1939,779,38.1923088,140.8806704
4104043007,宮城県仙台市太白区西中田七丁目,2507,1025,374,1643,452,38.1914398,140.8755801
4104044001,宮城県仙台市太白区西の平一丁目,1612,684,204,886,500,38.2295199,140.8533056
4104044002,宮城県仙台市太白区西の平二丁目,1398,602,180,806,400,38.2321049,140.8511614
4104045000,宮城県仙台市太白区日本平,1968,798,221,992,735,38.2208108,140.8110804
4104046000,宮城県仙台市太白区根岸町,517,262,54,325,126,38.2390582,140.8832095
4104047000,宮城県仙台市太白区萩ケ丘,934,551,69,565,249,38.2408102,140.8709961
4104048000,宮城県仙台市太白区羽黒台,1503,672,156,792,526,38.220913,140.81856
4104049001,宮城県仙台市太白区旗立一丁目,0,0,0,0,0,38.2244535,140.8202743
4104049002,宮城県仙台市太白区旗立二丁目,119,7,11,59,49,38.2247882,140.8153409
4104049003,宮城県仙台市太白区旗立三丁目,321,124,37,149,135,38.2270184,140.8094141
4104050001,宮城県仙台市太白区八本松一丁目,1922,1011,158,1064,645,38.2297525,140.8944062
4104050002,宮城県仙台市太白区八本松二丁目,1646,648,249,1099,242,38.228025,140.8929296
4104051000,宮城県仙台市太白区東大野田,1262,557,157,834,258,38.2089547,140.8866353
4104052001,宮城県仙台市太白区人来田一丁目,834,347,69,344,416,38.2247691,140.8066272
4104052002,宮城県仙台市太白区人来田二丁目,1035,421,92,463,473,38.2223529,140.8063072
4104052003,宮城県仙台市太白区人来田三丁目,525,209,57,297,166,38.2188959,140.8033608
4104053000,宮城県仙台市太白区ひより台,1838,720,184,843,810,38.2291188,140.8233828
4104054000,宮城県仙台市太白区袋原,2943,1162,472,1700,738,38.2000158,140.9103084
4104055000,宮城県仙台市太白区二ツ沢,155,86,13,82,56,38.235505,140.8727752
4104056000,宮城県仙台市太白区松が丘,1730,830,226,1017,441,38.2406486,140.8510568
4104057001,宮城県仙台市太白区三神峯一丁目,249,110,72,164,1,38.2262468,140.856602
4104057002,宮城県仙台市太白区三神峯二丁目,960,402,128,541,281,38.2279601,140.8493639
4104058000,宮城県仙台市太白区御堂平,153,54,22,97,32,38.2296564,140.8334108
4104059001,宮城県仙台市太白区緑ケ丘一丁目,831,356,109,453,259,38.2310092,140.8671948
4104059002,宮城県仙台市太白区緑ケ丘二丁目,782,395,61,419,277,38.2319508,140.8623424
4104059003,宮城県仙台市太白区緑ケ丘三丁目,900,453,61,484,332,38.2335103,140.8662849
4104059004,宮城県仙台市太白区緑ケ丘四丁目,893,470,86,444,340,38.235576,140.8628271
4104060000,宮城県仙台市太白区南大野田,2986,1279,548,2121,260,38.2099688,140.8718439
4104061001,宮城県仙台市太白区向山一丁目,965,571,76,627,221,38.2488719,140.8646051
4104061002,宮城県仙台市太白区向山二丁目,1147,711,76,667,317,38.2461163,140.8692166
4104061003,宮城県仙台市太白区向山三丁目,917,481,96,561,228,38.24249,140.8687312
4104061004,宮城県仙台市太白区向山四丁目,1234,799,84,827,246,38.2437961,140.8763757
4104062001,宮城県仙台市太白区茂ケ崎一丁目,22,9,2,8,12,38.2400855,140.8771232
4104062002,宮城県仙台市太白区茂ケ崎二丁目,1,1,0,0,0,38.239215,140.8720273
4104062003,宮城県仙台市太白区茂ケ崎三丁目,454,225,38,202,207,38.2371487,140.8754849
4104062004,宮城県仙台市太白区茂ケ崎四丁目,0,0,0,0,0,38.2381881,140.8781137
4104063000,宮城県仙台市太白区茂庭,2699,869,154,1172,1335,38.2233697,140.7641306
4104064001,宮城県仙台市太白区茂庭台一丁目,599,285,46,242,311,38.2300609,140.7824354
4104064002,宮城県仙台市太白区茂庭台二丁目,761,158,32,235,494,38.2323113,140.7852216
4104064003,宮城県仙台市太白区茂庭台三丁目,887,362,58,373,453,38.236458,140.7870135
4104064004,宮城県仙台市太白区茂庭台四丁目,3075,1358,349,1775,924,38.2378331,140.7847053
4104064005,宮城県仙台市太白区茂庭台五丁目,643,253,32,296,315,38.2357486,140.7794511
4104065000,宮城県仙台市太白区門前町,927,435,108,623,192,38.2350823,140.878942
4104066000,宮城県仙台市太白区八木山香澄町,1435,790,111,869,415,38.2467914,140.8593467
4104067001,宮城県仙台市太白区八木山東一丁目,772,311,119,416,234,38.23469,140.849017
4104067002,宮城県仙台市太白区八木山東二丁目,957,504,92,555,271,38.2355045,140.8460138
4104068001,宮城県仙台市太白区八木山本町一丁目,1648,974,161,1011,380,38.2434027,140.8464445
4104068002,宮城県仙台市太白区八木山本町二丁目,2014,1121,189,1210,535,38.2389042,140.8408654
4104069000,宮城県仙台市太白区八木山松波町,485,286,33,282,137,38.2441558,140.8577496
4104070000,宮城県仙台市太白区八木山緑町,682,422,47,463,157,38.2440364,140.8639584
4104071001,宮城県仙台市太白区八木山南一丁目,827,324,104,426,286,38.2374273,140.8356895
4104071002,宮城県仙台市太白区八木山南二丁目,119,47,17,73,24,38.2354046,140.8385321
4104071003,宮城県仙台市太白区八木山南三丁目,835,395,102,473,240,38.2356984,140.8342147
4104071004,宮城県仙台市太白区八木山南四丁目,304,126,44,193,65,38.2334157,140.8364003
4104071005,宮城県仙台市太白区八木山南五丁目,161,66,20,95,41,38.2342717,140.8327801
4104071006,宮城県仙台市太白区八木山南六丁目,333,159,42,204,83,38.2322913,140.835006
4104072000,宮城県仙台市太白区八木山弥生町,1373,828,88,852,337,38.2410989,140.8623207
4104073000,宮城県仙台市太白区柳生,1003,348,121,573,297,38.1991033,140.8703889
4104074001,宮城県仙台市太白区柳生一丁目,290,114,60,173,55,38.1974257,140.8726516
4104074002,宮城県仙台市太白区柳生二丁目,1763,762,242,1260,212,38.195917,140.8724495
4104074003,宮城県仙台市太白区柳生三丁目,511,194,84,338,76,38.1892373,140.8721765
4104074004,宮城県仙台市太白区柳生四丁目,1296,520,216,869,182,38.1950474,140.8673588
4104074005,宮城県仙台市太白区柳生五丁目,594,243,77,375,136,38.1956863,140.86247
4104074006,宮城県仙台市太白区柳生六丁目,810,364,113,565,102,38.1971529,140.8632879
4104074007,宮城県仙台市太白区柳生七丁目,965,399,160,657,132,38.1974614,140.8676819
4104075100,宮城県仙台市太白区山田新町,36,20,1,22,12,38.2170222,140.8354628
4104075200,宮城県仙台市太白区山田,223,84,26,127,66,38.2147408,140.8376475
4104076000,宮城県仙台市太白区山田上ノ台町,975,484,92,605,251,38.2187836,140.8319645
4104077000,宮城県仙台市太白区山田北前町,1372,515,166,694,500,38.222659,140.8287468
4104078000,宮城県仙台市太白区山田自由ケ丘,695,275,48,337,310,38.2278923,140.8145081
4104079000,宮城県仙台市太白区山田本町,1129,446,199,663,250,38.2180786,140.8244052
4104080000,宮城県仙台市太白区若葉町,728,358,67,414,234,38.2381472,140.8519678
4104081001,宮城県仙台市太白区東郡山一丁目,558,243,71,330,148,38.2230335,140.9034576
4104081002,宮城県仙台市太白区東郡山二丁目,1862,730,260,1045,527,38.2213914,140.900748
4104082001,宮城県仙台市太白区富沢南一丁目,1731,821,271,1214,172,38.2140134,140.8661651
4104082002,宮城県仙台市太白区富沢南二丁目,1749,730,327,1272,128,38.2109101,140.866994
4104083001,宮城県仙台市太白区東中田一丁目,1155,438,187,695,254,38.2044857,140.8984733
4104083002,宮城県仙台市太白区東中田二丁目,2327,965,285,1399,610,38.2021561,140.8969161
4104083003,宮城県仙台市太白区東中田三丁目,1095,428,210,639,232,38.2016473,140.9043099
4104083004,宮城県仙台市太白区東中田四丁目,1098,412,153,705,230,38.1985448,140.9051357
4104083005,宮城県仙台市太白区東中田五丁目,690,277,121,395,162,38.1995724,140.8990559
4104083006,宮城県仙台市太白区東中田六丁目,912,381,122,526,248,38.1987043,140.8939646
4104084001,宮城県仙台市太白区袋原一丁目,1156,457,140,680,323,38.2026847,140.9069371
4104084002,宮城県仙台市太白区袋原二丁目,757,289,65,373,317,38.2048443,140.9109594
4104084003,宮城県仙台市太白区袋原三丁目,894,367,81,504,298,38.2018264,140.9105525
4104084004,宮城県仙台市太白区袋原四丁目,1323,512,122,680,510,38.1987238,140.9113779
4104084005,宮城県仙台市太白区袋原五丁目,780,274,121,474,172,38.196531,140.9166782
4104084006,宮城県仙台市太白区袋原六丁目,1010,391,120,522,361,38.1968285,140.9123659
4104085000,宮城県仙台市太白区秋保町湯向,582,269,81,345,139,38.2291994,140.7225785
4104086001,宮城県仙台市太白区あすと長町一丁目,1254,466,160,672,361,38.2307803,140.8883217
4104086002,宮城県仙台市太白区あすと長町二丁目,0,0,0,0,0,38.2239183,140.8861559
4104086003,宮城県仙台市太白区あすと長町三丁目,972,490,166,691,63,38.219431,140.8849314
4104086004,宮城県仙台市太白区あすと長町四丁目,3229,1295,775,2149,269,38.2246973,140.888127
4104087001,宮城県仙台市太白区大野田一丁目,758,378,89,527,116,38.2176979,140.8791
4104087002,宮城県仙台市太白区大野田二丁目,1102,498,167,732,184,38.2140748,140.8786142
4104087003,宮城県仙台市太白区大野田三丁目,1149,493,183,792,155,38.210585,140.8806343
4104087004,宮城県仙台市太白区大野田四丁目,1633,591,376,1023,222,38.2128188,140.8747137
4104087005,宮城県仙台市太白区大野田五丁目,1671,694,344,1091,199,38.2158379,140.8751182
4105002001,宮城県仙台市泉区明通一丁目,0,0,0,0,0,38.349077,140.8555572
4105002002,宮城県仙台市泉区明通二丁目,0,0,0,0,0,38.3539976,140.8462293
4105002003,宮城県仙台市泉区明通三丁目,0,0,0,0,0,38.3565234,140.8540551
4105002004,宮城県仙台市泉区明通四丁目,38,21,6,26,4,38.3535055,140.8623889
4105003001,宮城県仙台市泉区旭丘堤一丁目,1163,597,99,733,290,38.2993252,140.8900539
4105003002,宮城県仙台市泉区旭丘堤二丁目,1009,635,82,682,208,38.3033455,140.8893473
4105004001,宮城県仙台市泉区泉ケ丘一丁目,561,240,60,305,179,38.3523063,140.8709649
4105004002,宮城県仙台市泉区泉ケ丘二丁目,835,412,79,456,248,38.3543798,140.8674981
4105004003,宮城県仙台市泉区泉ケ丘三丁目,860,453,94,442,244,38.3578493,140.8704587
4105004004,宮城県仙台市泉区泉ケ丘四丁目,1478,740,135,789,422,38.35871,140.8668292
4105004005,宮城県仙台市泉区泉ケ丘五丁目,1355,648,132,690,448,38.3595706,140.8631996
4105005000,宮城県仙台市泉区市名坂,6819,3500,918,4354,753,38.3153831,140.9009396
4105006000,宮城県仙台市泉区永和台,996,535,79,582,234,38.3310501,140.9042952
4105007000,宮城県仙台市泉区小角,278,100,17,148,113,38.3323714,140.8134072
4105008100,宮城県仙台市泉区泉中央南,482,221,35,169,274,38.3204913,140.8710727
4105008200,宮城県仙台市泉区上谷刈,1946,737,217,954,681,38.3094478,140.8627371
4105009001,宮城県仙台市泉区加茂一丁目,1220,532,123,539,518,38.312476,140.8631419
4105009002,宮城県仙台市泉区加茂二丁目,1324,538,145,703,473,38.3146312,140.8584421
4105009003,宮城県仙台市泉区加茂三丁目,1006,391,93,442,469,38.3164335,140.8499537
4105009004,宮城県仙台市泉区加茂四丁目,960,388,81,388,489,38.3126304,140.8519403
4105009005,宮城県仙台市泉区加茂五丁目,807,339,62,341,393,38.3160807,140.8461656
4105010000,宮城県仙台市泉区北高森,1179,419,258,666,237,38.3454885,140.8588218
4105011001,宮城県仙台市泉区北中山一丁目,1095,416,115,631,348,38.318285,140.8227645
4105011002,宮城県仙台市泉区北中山二丁目,1414,562,133,754,509,38.3162814,140.8162631
4105011003,宮城県仙台市泉区北中山三丁目,988,374,97,655,224,38.3160109,140.811239
4105011004,宮城県仙台市泉区北中山四丁目,1277,525,172,765,294,38.3131497,140.8083659
4105012001,宮城県仙台市泉区黒松一丁目,1564,778,199,1022,294,38.3043752,140.8832523
4105012002,宮城県仙台市泉区黒松二丁目,1580,884,140,921,484,38.3086988,140.8825856
4105012003,宮城県仙台市泉区黒松三丁目,1256,623,120,738,375,38.3078388,140.8862105
4105013001,宮城県仙台市泉区向陽台一丁目,741,309,112,395,209,38.3350162,140.8911065
4105013002,宮城県仙台市泉区向陽台二丁目,1120,452,121,605,382,38.339174,140.8929127
4105013003,宮城県仙台市泉区向陽台三丁目,1352,521,209,726,396,38.3400461,140.8980205
4105013004,宮城県仙台市泉区向陽台四丁目,1214,517,165,651,367,38.337579,140.8983125
4105013005,宮城県仙台市泉区向陽台五丁目,1018,410,131,531,315,38.3362391,140.9000036
4105014000,宮城県仙台市泉区実沢,1135,308,55,457,602,38.3226753,140.8121221
4105015001,宮城県仙台市泉区将監一丁目,1231,603,121,627,384,38.3298167,140.8866661
4105015002,宮城県仙台市泉区将監二丁目,938,410,99,471,344,38.3301562,140.8817221
4105015003,宮城県仙台市泉区将監三丁目,726,298,85,396,225,38.3331015,140.8833646
4105015004,宮城県仙台市泉区将監四丁目,1387,594,128,777,454,38.3355258,140.8836898
4105015005,宮城県仙台市泉区将監五丁目,1443,749,128,714,569,38.3389806,140.877915
4105015006,宮城県仙台市泉区将監六丁目,830,440,74,418,331,38.3374653,140.877712
4105015007,宮城県仙台市泉区将監七丁目,964,391,133,482,333,38.3353438,140.8774277
4105015008,宮城県仙台市泉区将監八丁目,652,254,155,353,136,38.3330043,140.8758667
4105015009,宮城県仙台市泉区将監九丁目,1635,852,144,946,453,38.3320464,140.871996
4105015010,宮城県仙台市泉区将監十丁目,1187,520,140,631,387,38.3357676,140.8712467
4105015011,宮城県仙台市泉区将監十一丁目,862,347,114,456,278,38.3387983,140.8716524
4105015012,宮城県仙台市泉区将監十二丁目,557,228,72,272,208,38.3398412,140.8742873
4105015013,宮城県仙台市泉区将監十三丁目,598,223,81,304,213,38.3384462,140.8678623
4105016001,宮城県仙台市泉区松陵一丁目,631,238,59,327,244,38.3225342,140.9125025
4105016002,宮城県仙台市泉区松陵二丁目,1381,540,147,720,476,38.3305217,140.9099201
4105016003,宮城県仙台市泉区松陵三丁目,1358,502,119,780,458,38.3331334,140.9095655
4105016004,宮城県仙台市泉区松陵四丁目,1418,550,119,701,590,38.333313,140.9158269
4105016005,宮城県仙台市泉区松陵五丁目,689,288,39,311,336,38.3284651,140.9151731
4105017001,宮城県仙台市泉区住吉台西一丁目,785,315,85,458,237,38.3265001,140.7826919
4105017002,宮城県仙台市泉区住吉台西二丁目,819,269,65,584,168,38.3292578,140.7780656
4105017003,宮城県仙台市泉区住吉台西三丁目,960,291,215,663,80,38.3308033,140.7732791
4105017004,宮城県仙台市泉区住吉台西四丁目,913,311,127,650,132,38.3315154,140.7808581
4105018001,宮城県仙台市泉区住吉台東一丁目,615,246,46,349,220,38.3261663,140.7876374
4105018002,宮城県仙台市泉区住吉台東二丁目,647,260,46,368,231,38.3287574,140.7854845
4105018003,宮城県仙台市泉区住吉台東三丁目,809,322,60,491,254,38.3323939,140.7859642
4105018004,宮城県仙台市泉区住吉台東四丁目,1063,395,81,693,286,38.3320598,140.7909103
4105018005,宮城県仙台市泉区住吉台東五丁目,707,272,72,433,200,38.3289459,140.7917466
4105019000,宮城県仙台市泉区高玉町,1106,514,158,807,104,38.316499,140.8936078
4105020001,宮城県仙台市泉区高森一丁目,1009,492,109,624,250,38.3371892,140.8414941
4105020002,宮城県仙台市泉区高森二丁目,955,428,136,510,254,38.3408264,140.8419786
4105020003,宮城県仙台市泉区高森三丁目,1042,481,92,516,390,38.3417016,140.8470862
4105020004,宮城県仙台市泉区高森四丁目,1391,530,186,647,552,38.3349492,140.8474336
4105020005,宮城県仙台市泉区高森五丁目,754,308,62,336,356,38.3365144,140.8513851
4105020006,宮城県仙台市泉区高森六丁目,1124,463,103,555,464,38.341364,140.8520321
4105020007,宮城県仙台市泉区高森七丁目,1560,599,171,888,497,38.3417168,140.8558225
